name,ndex,category,bio,type1,type2
Scream Tail,0985,Paradox,It resembles a mysterious Pokémon described in a paranormal magazine as a Jigglypuff from one billion years ago.,Fairy,Psychic
Regieleki,0894,Electron,"Its entire body is made up of a single organ that
generates electrical energy. [NAME] is capable
of creating all Galar’s electricity.",Electric,
Barbaracle,0689,Collective,"Having an eye on each palm allows it to keep
watch in all directions. In a pinch, its limbs start
to act on their own to ensure the enemy’s defeat.",Rock,Water
Bergmite,0712,Ice Chunk,"Lives on mountains blanketed in perennial snow. It freezes water
vapor in the air to make the ice helmet that it dons for defense.",Ice,
Dartrix,0723,Blade Quill,"Regularly basks in sunlight to gather power—presumably due to
the frigid climate. Nonetheless, the edges of the blade quills set
into its wings are keen as ever.",Grass,Flying
Cubchoo,,Chill,"==Biology==
[NAME] is a bipedal, ursine Pokémon with a light blue head and neck. Its head is slightly pointed at the top and has large round ears; shiny, dark, oval eyes; and a darker blue muzzle. [NAME] has a shiny dark nose, from which a considerable amount of light blue nasal mucus — the source of its attacks — constantly droops. The lower part of its body is white. It has rounded forepaws, digit-less feet with black paw pads, and a small round tail.

[NAME]'s mucus can cause frostbite, and is inhaled and used for its attacks, as well as smeared on anyone it dislikes. [NAME]'s mucus is also an indicator of its health. When it is healthy, its mucus is sticky and its Ice moves become stronger. However, if it is in bad health, the mucus becomes watery or even nonexistent, which weakens its Ice-type techniques. [NAME] inhabits cold regions, along the shorelines.",Ice,
Magcargo,0219,Lava,"[NAME]’s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this Pokémon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog.",Fire,Rock
Cinccino,0573,Scarf,"A special oil that seeps through their fur helps
them avoid attacks. The oil fetches a high price
at market.",Normal,
Hoothoot,0163,Owl,"It begins to hoot at the same time every day.
Some Trainers use them in place of clocks.",Normal,Flying
Venipede,,Centipede,"==Biology==
[NAME] is an insectoid Pokémon with a pronounced hump on the upper portion of its body. Its thorax and head are mainly magenta with black markings that consist of rings on its shoulders, a band around each antenna, and an upside-down 'Y' on its neck. A prominent ridge leading down to a pointed tip splits the top half of its head, and its lower jaw is black. It has round, heavy-lidded eyes that bulge away from the head slightly. [NAME]'s dark green abdomen is segmented, and it has four pairs of stubby black legs. Two short feelers banded with black extend from its hindquarters, which it uses in addition to its antennae to explore its surroundings and detect prey by sensing air vibrations.

[NAME] is brutally aggressive, and its bite injects a poison strong enough to paralyze large bird Pokémon. Its fangs are known to be highly venomous. It often gets into fights with Sizzlipede, a related species. [NAME] tends to prey on any Pokémon it thinks it can eat without considering its actions thoroughly.",Bug,Poison
Blissey,0242,Happiness,"A kindhearted Pokémon that will care for any sick person or
Pokémon until their health improves. The eggs it lays are
delicious and bring good fortune to those who eat them.",Normal,
Phione,0489,Sea Drifter,"Can be seen floating offshore during seasons when the seas are
warm. Its azure body blends in with the ocean waters—logic
suggests this is a defense mechanism against natural predators.",Water,
Horsea,0116,Dragon,"They swim with dance-like motions and cause
whirlpools to form. [NAME] compete to see which
of them can generate the biggest whirlpool.",Water,
Jigglypuff,0039,Balloon,"By freely changing the wavelength of its voice,
[NAME] sings a mysterious melody sure to
make any listener sleepy.",Normal,Fairy
Torchic,0255,Chick,"[NAME] has a place inside its body where it keeps its flame.
Give it a hug—it will be glowing with warmth. This Pokémon is
covered all over by a fluffy coat of down.",Fire,
Medicham,0308,Meditate,"Through the power of meditation, [NAME] developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating.",Fighting,Psychic
Vanilluxe,0584,Snowstorm,"People believe this Pokémon formed when two
Vanillish stuck together. Its body temperature is
roughly 21 degrees Fahrenheit.",Ice,
Cosmog,0789,Nebula,"[NAME] is very curious but not very cautious,
often placing itself in danger. If things start to
look dicey, it teleports away.",Psychic,
Anorith,0347,Old Shrimp,"[NAME] can swim swiftly by pulling its eight wings
through the water like oars on a boat. This
Pokémon is an ancestor of modern bug Pokémon.",Rock,Bug
Litten,0725,Fire Cat,"Trying to pet [NAME] before it trusts you will
result in a nasty scratch from its sharp claws.
Be careful.",Fire,
Basculegion,0902,Big Fish,"Clads itself in the souls of comrades that perished before
fulfilling their goals of journeying upstream. No other species
throughout all Hisui's rivers is [NAME]'s equal.",Water,Ghost
Iron Leaves,1010,Paradox,"According to the few eyewitness accounts that exist, it used its shining blades to julienne large trees and boulders.",Grass,Psychic
Chimchar,0390,Chimp,"Full of vigor and always in high spirits. It was once known by the
name ”Lantern-Tail” and feared as some kind of apparition.",Fire,
Cherrim,0421,Blossom,"Motionless, save for the occasional quiver. A rich array of
Pokémon can be found gathered around it, drawn by the
scent exuded from [NAME]'s folded petals.",Grass,
Ho-Oh,0250,Rainbow,"[NAME]’s feathers glow in seven colors depending on the angle
at which they are struck by light. These feathers are said to
bring happiness to the bearers. This Pokémon is said to live at
the foot of a rainbow.",Fire,Flying
Mienfoo,0619,Martial Arts,"Though small, [NAME]’s temperament is fierce.
Any creature that approaches [NAME] carelessly
will be greeted with a flurry of graceful attacks.",Fighting,
Marill,0183,{{tt|Aqua Mouse|AQUAMOUSE in Generation II}},"Even after [NAME] swims in a cold sea, its water-
repellent fur dries almost as soon as [NAME] leaves
the water. That’s why this Pokémon is never cold.",Water,Fairy
Sunflora,0192,Sun,"[NAME] converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night.",Grass,
Archen,0566,First Bird,"[NAME] is said to be the ancestor of bird
Pokémon. It lived in treetops, eating berries
and bug Pokémon.",Rock,Flying
Gumshoos,0735,Stakeout,"Patient by nature, this Pokémon loses control of
itself and pounces when it spots its favorite
meal—Rattata!",Normal,
Kingambit,0983,Big Blade,"Though it commands a massive army in battle, it’s not skilled at devising complex strategies. It just uses brute strength to keep pushing.",Dark,Steel
Remoraid,0223,Jet,"Spits water from its mouth with incredible accuracy. It captures
Burmy by shooting them down off the branches from which
they dangle.",Water,
Overqwil,0904,Pin Cluster,"Its lancelike spikes and savage temperament have earned it the
nickname ”sea fiend.” It slurps up poison to nourish itself.",Dark,Poison
Arcanine,0059,Legendary,"Snaps at its foes with fangs cloaked in blazing flame. Despite its
bulk, it deftly feints every which way, leading opponents on a
deceptively merry chase as it all but dances around them.",Fire,
Annihilape,0979,Rage Monkey,It imbues its fists with the power of the rage that it kept hidden in its heart. Opponents struck by these imbued fists will be shattered to their core.,Fighting,Ghost
Pawmot,0923,Hands-On,[NAME]’s fluffy fur acts as a battery. It can store the same amount of electricity as an electric car.,Electric,Fighting
Rolycoly,0837,Coal,"It can race around like a unicycle, even on rough,
rocky terrain. Burning coal sustains it.",Rock,
Aron,0304,Iron Armor,"When [NAME] evolves, its steel armor peels off. In
ancient times, people would collect [NAME]’s shed
armor and make good use of it in their daily lives.",Steel,Rock
Hydreigon,0635,Brutal,"The three heads take turns sinking their teeth into
the opponent. Their attacks won’t slow until their
target goes down.",Dark,Dragon
Lairon,0305,Iron Armor,"During territorial disputes, [NAME] fight by
slamming into each other. Close inspection of
their steel armor reveals scratches and dents.",Steel,Rock
Shuppet,0353,Puppet,"There’s a proverb that says, “Shun the house
where [NAME] gather in the growing dusk.”",Ghost,
Minccino,0572,Chinchilla,"They pet each other with their tails as a form of
greeting. Of the two, the one whose tail is fluffier
is a bit more boastful.",Normal,
Togedemaru,0777,Roly-Poly,"When it’s in trouble, it curls up into a ball, makes
its fur spikes stand on end, and then discharges
electricity indiscriminately.",Electric,Steel
Binacle,0688,Two-Handed,"If the two don’t work well together, both their
offense and defense fall apart. Without good
teamwork, they won’t survive.",Rock,Water
Minun,0312,Cheering,"[NAME] loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokémon gives off increasing amounts of sparks.",Electric,
Unfezant,0521,Proud,"This Pokémon is intelligent and intensely proud.
People will sit up and take notice if you become
the Trainer of one.",Normal,Flying
Deoxys,0386,DNA,"[NAME] emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.",Psychic,
Elgyem,0605,Cerebral,"This Pokémon was discovered about 50 years
ago. Its highly developed brain enables it to
exert its psychic powers.",Psychic,
Treecko,0252,Wood Gecko,"[NAME] is cool, calm, and collected—it never panics under
any situation. If a bigger foe were to glare at this Pokémon,
it would glare right back without conceding an inch of ground.",Grass,
Yamask,0562,Spirit,"The spirit of a person from a bygone age became
this Pokémon. It rambles through ruins, searching
for someone who knows its face.",Ghost,
Tarountula,0917,String Ball,The thread it secretes from its rear is as strong as wire. The secret behind the thread’s strength is the topic of ongoing research.,Bug,
Rapidash,0078,{{tt|Fire Horse|Rapidash}},"Fiery mane aglow, [NAME] darts like an arrow across the land.
This prodigiously swift creature can traverse the vast region of
Hisui in a day and a half.",Fire,
Ponyta,0077,{{tt|Fire Horse|Ponyta}},"These Pokémon live in herds out in the grassland. Newborn
foals lack their fiery manes, which will develop about an hour
after birth.",Fire,
Flutter Mane,0987,Paradox,"It has similar features to a ghostly pterosaur that was covered in a paranormal magazine, but the two have little else in common.",Ghost,Fairy
